"COUNTRY","Country","POLLUTANT","Pollutant","ACTIVITY","Activity ","MEASURE","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","CH4","Methane","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","N2O","Nitrous oxide","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,229015,,
"BEL","Belgium","CH4","Methane","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,18,,
"BEL","Belgium","N2O","Nitrous oxide","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CZE","Czech Republic","CO2","Carbon dioxide","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,40353,,
"CZE","Czech Republic","CH4","Methane","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CZE","Czech Republic","N2O","Nitrous oxide","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CHE","Switzerland","CO2","Carbon dioxide","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,219516,,
"CHE","Switzerland","CH4","Methane","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"CHE","Switzerland","N2O","Nitrous oxide","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","CO2","Carbon dioxide","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,76788,,
"AUT","Austria","CH4","Methane","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","N2O","Nitrous oxide","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"BEL","Belgium","CO2","Carbon dioxide","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,63841,,
"BEL","Belgium","CH4","Methane","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,11,,
"BEL","Belgium","N2O","Nitrous oxide","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CZE","Czech Republic","CO2","Carbon dioxide","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,193809,,
"CZE","Czech Republic","CH4","Methane","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,17,,
"CZE","Czech Republic","N2O","Nitrous oxide","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"CHE","Switzerland","CO2","Carbon dioxide","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,75489,,
"CHE","Switzerland","CH4","Methane","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CHE","Switzerland","N2O","Nitrous oxide","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","CO2","Carbon dioxide","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4946350,,
"AUT","Austria","CH4","Methane","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,202,,
"AUT","Austria","N2O","Nitrous oxide","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,69,,
"BEL","Belgium","CO2","Carbon dioxide","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7620825,,
"BEL","Belgium","CH4","Methane","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,818,,
"BEL","Belgium","N2O","Nitrous oxide","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,111,,
"CZE","Czech Republic","CO2","Carbon dioxide","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3332073,,
"CZE","Czech Republic","CH4","Methane","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,22,,
"CZE","Czech Republic","N2O","Nitrous oxide","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"CHE","Switzerland","CO2","Carbon dioxide","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2981821,,
"CHE","Switzerland","CH4","Methane","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,34,,
"CHE","Switzerland","N2O","Nitrous oxide","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,37,,
"AUT","Austria","CO2","Carbon dioxide","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12583300,,
"AUT","Austria","CH4","Methane","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,111,,
"AUT","Austria","N2O","Nitrous oxide","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"BEL","Belgium","CO2","Carbon dioxide","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5504932,,
"BEL","Belgium","CH4","Methane","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,813,,
"BEL","Belgium","N2O","Nitrous oxide","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,367,,
"CZE","Czech Republic","CO2","Carbon dioxide","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6680805,,
"CZE","Czech Republic","CH4","Methane","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,547,,
"CZE","Czech Republic","N2O","Nitrous oxide","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"CHE","Switzerland","CO2","Carbon dioxide","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,402060,,
"CHE","Switzerland","CH4","Methane","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12,,
"CHE","Switzerland","N2O","Nitrous oxide","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","CO2","Carbon dioxide","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,227195,,
"AUT","Austria","CH4","Methane","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"AUT","Austria","N2O","Nitrous oxide","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"BEL","Belgium","CO2","Carbon dioxide","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,199238,,
"BEL","Belgium","CH4","Methane","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8,,
"BEL","Belgium","N2O","Nitrous oxide","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"CZE","Czech Republic","CO2","Carbon dioxide","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,253417,,
"CZE","Czech Republic","CH4","Methane","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,21,,
"CZE","Czech Republic","N2O","Nitrous oxide","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8,,
"CHE","Switzerland","CO2","Carbon dioxide","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,265067,,
"CHE","Switzerland","CH4","Methane","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8,,
"CHE","Switzerland","N2O","Nitrous oxide","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"AUT","Austria","CO2","Carbon dioxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,21352,,
"AUT","Austria","CH4","Methane","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","N2O","Nitrous oxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,25363,,
"BEL","Belgium","CH4","Methane","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"BEL","Belgium","N2O","Nitrous oxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","CO2","Carbon dioxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,19688,,
"CZE","Czech Republic","CH4","Methane","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CZE","Czech Republic","N2O","Nitrous oxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CHE","Switzerland","CO2","Carbon dioxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,183936,,
"CHE","Switzerland","CH4","Methane","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"CHE","Switzerland","N2O","Nitrous oxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","CO2","Carbon dioxide","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,62315,,
"AUT","Austria","CH4","Methane","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","N2O","Nitrous oxide","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"BEL","Belgium","CO2","Carbon dioxide","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,39430,,
"BEL","Belgium","CH4","Methane","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"BEL","Belgium","N2O","Nitrous oxide","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","CO2","Carbon dioxide","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,122013,,
"CZE","Czech Republic","CH4","Methane","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,10,,
"CZE","Czech Republic","N2O","Nitrous oxide","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CHE","Switzerland","CO2","Carbon dioxide","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,88808,,
"CHE","Switzerland","CH4","Methane","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CHE","Switzerland","N2O","Nitrous oxide","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","CO2","Carbon dioxide","C28","Manufacture of machinery and equipment n.e.c.","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,129231,,
"AUT","Austria","CH4","Methane","C28","Manufacture of machinery and equipment n.e.c.","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"AUT","Austria","N2O","Nitrous oxide","C28","Manufacture of machinery and equipment n.e.c.","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"BEL","Belgium","CO2","Carbon dioxide","C28","Manufacture of machinery and equipment n.e.c.","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,110147,,
"BEL","Belgium","CH4","Methane","C28","Manufacture of machinery and equipment n.e.c.","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"BEL","Belgium","N2O","Nitrous oxide","C28","Manufacture of machinery and equipment n.e.c.","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
